StatZone,Street,HouseNum,Year,Month,Day,DayWeek,CrimeType,CrimeLocType
621,דמה,דמה,2014.0,3.0,13.0,5.0,עבירות סדר ציבורי,"אחר,שלא פורט לעיל"
621,דמה,דמה,2015.0,2.0,2.0,2.0,עבירות נגד גוף,"אחר,שלא פורט לעיל"
621,דמה,דמה,2015.0,4.0,30.0,5.0,עבירות כלפי הרכוש,אוטובוס          
621,דמה,דמה,2011.0,4.0,13.0,4.0,עבירות כלפי הרכוש,אוטובוס          
621,דמה,דמה,2015.0,3.0,9.0,2.0,עבירות מין,אוטובוס          
621,דמה,דמה,2015.0,11.0,20.0,6.0,עבירות כלפי הרכוש,(מוסד כספי(לא בנק
621,דמה,דמה,2015.0,11.0,20.0,6.0,שאר עבירות,(מוסד כספי(לא בנק
622,דמה,דמה,2014.0,4.0,19.0,7.0,עבירות מין,תחנת אוטובוס     
622,דמה,דמה,2011.0,12.0,16.0,6.0,עבירות כלפי הרכוש,רכבת             
622,דמה,דמה,2015.0,1.0,29.0,5.0,עבירות כלפי הרכוש,רכב מנועי אחר    
622,דמה,דמה,2011.0,7.0,19.0,3.0,עבירות כלפי המוסר,רכב מנועי אחר    
622,דמה,דמה,2013.0,5.0,6.0,2.0,עבירות מין,רכב מנועי אחר    
622,דמה,דמה,2012.0,12.0,14.0,6.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2011.0,12.0,27.0,3.0,עבירות סדר ציבורי,רחוב             
622,דמה,דמה,2013.0,11.0,20.0,4.0,עבירות כלפי המוסר,רחוב             
622,דמה,דמה,2012.0,10.0,24.0,4.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2012.0,7.0,31.0,3.0,עבירות נגד גוף,רחוב             
622,דמה,דמה,2010.0,11.0,23.0,3.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2012.0,10.0,16.0,3.0,עבירות כלפי המוסר,רחוב             
622,דמה,דמה,2010.0,10.0,19.0,3.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2010.0,11.0,1.0,2.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2012.0,9.0,20.0,5.0,עבירות מרמה,רחוב             
622,דמה,דמה,2014.0,9.0,9.0,3.0,עבירות סדר ציבורי,רחוב             
622,דמה,דמה,2012.0,8.0,30.0,5.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2010.0,9.0,17.0,6.0,עבירות סדר ציבורי,רחוב             
622,דמה,דמה,2012.0,8.0,13.0,2.0,עבירות סדר ציבורי,רחוב             
622,דמה,דמה,2010.0,9.0,9.0,5.0,עבירות נגד גוף,רחוב             
622,דמה,דמה,2010.0,9.0,9.0,5.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2013.0,7.0,30.0,3.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2012.0,7.0,13.0,6.0,עבירות סדר ציבורי,רחוב             
622,דמה,דמה,2010.0,6.0,29.0,3.0,שאר עבירות,רחוב             
622,דמה,דמה,2012.0,7.0,5.0,5.0,עבירות כלפי המוסר,רחוב             
622,דמה,דמה,2014.0,6.0,22.0,1.0,עבירות נגד גוף,רחוב             
622,דמה,דמה,2015.0,6.0,22.0,2.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2012.0,4.0,10.0,3.0,עבירות מרמה,רחוב             
622,דמה,דמה,2012.0,6.0,8.0,6.0,עבירות כלפי המוסר,רחוב             
622,דמה,דמה,2012.0,5.0,15.0,3.0,עבירות סדר ציבורי,רחוב             
622,דמה,דמה,2010.0,5.0,27.0,5.0,עבירות כלפי המוסר,רחוב             
622,דמה,דמה,2011.0,5.0,16.0,2.0,עבירות סדר ציבורי,רחוב             
622,דמה,דמה,2014.0,4.0,30.0,4.0,עבירות סדר ציבורי,רחוב             
622,דמה,דמה,2014.0,4.0,18.0,6.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2010.0,4.0,27.0,3.0,עבירות כלפי המוסר,רחוב             
622,דמה,דמה,2010.0,4.0,19.0,2.0,עבירות נגד גוף,רחוב             
622,דמה,דמה,2010.0,4.0,9.0,6.0,עבירות כלפי המוסר,רחוב             
622,דמה,דמה,2010.0,4.0,9.0,6.0,עבירות כלפי המוסר,רחוב             
622,דמה,דמה,2011.0,4.0,1.0,6.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2011.0,3.0,8.0,3.0,עבירות סדר ציבורי,רחוב             
622,דמה,דמה,2010.0,3.0,6.0,7.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2011.0,2.0,27.0,1.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2015.0,2.0,24.0,3.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2011.0,2.0,23.0,4.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2014.0,2.0,11.0,3.0,עבירות סדר ציבורי,רחוב             
622,דמה,דמה,2011.0,2.0,9.0,4.0,עבירות נגד גוף,רחוב             
622,דמה,דמה,2013.0,1.0,22.0,3.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2011.0,1.0,25.0,3.0,עבירות סדר ציבורי,רחוב             
622,דמה,דמה,2012.0,1.0,23.0,2.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2011.0,1.0,5.0,4.0,עבירות סדר ציבורי,רחוב             
622,דמה,דמה,2012.0,1.0,1.0,1.0,עבירות סדר ציבורי,רחוב             
622,דמה,דמה,2014.0,12.0,2.0,3.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2012.0,11.0,15.0,5.0,עבירות מרמה,רחוב             
622,דמה,דמה,2012.0,11.0,4.0,1.0,עבירות נגד גוף,רחוב             
622,דמה,דמה,2013.0,10.0,31.0,5.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2012.0,10.0,31.0,4.0,עבירות סדר ציבורי,רחוב             
622,דמה,דמה,2015.0,10.0,17.0,7.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2015.0,10.0,3.0,7.0,עבירות סדר ציבורי,רחוב             
622,דמה,דמה,2010.0,11.0,1.0,2.0,עבירות נגד גוף,רחוב             
622,דמה,דמה,2015.0,9.0,14.0,2.0,עבירות נגד גוף,רחוב             
622,דמה,דמה,2015.0,9.0,14.0,2.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2015.0,8.0,12.0,4.0,עבירות כלפי המוסר,רחוב             
622,דמה,דמה,2011.0,8.0,27.0,7.0,עבירות סדר ציבורי,רחוב             
622,דמה,דמה,2012.0,8.0,13.0,2.0,עבירות סדר ציבורי,רחוב             
622,דמה,דמה,2012.0,8.0,13.0,2.0,עבירות נגד גוף,רחוב             
622,דמה,דמה,2013.0,8.0,1.0,5.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2012.0,7.0,31.0,3.0,עבירות נגד גוף,רחוב             
622,דמה,דמה,2012.0,7.0,13.0,6.0,עבירות נגד גוף,רחוב             
622,דמה,דמה,2010.0,6.0,29.0,3.0,עבירות בטחון,רחוב             
622,דמה,דמה,2010.0,6.0,29.0,3.0,עבירות סדר ציבורי,רחוב             
622,דמה,דמה,2010.0,6.0,29.0,3.0,עבירות סדר ציבורי,רחוב             
622,דמה,דמה,2011.0,6.0,20.0,2.0,עבירות כלפי המוסר,רחוב             
622,דמה,דמה,2014.0,5.0,11.0,1.0,עבירות כלפי המוסר,רחוב             
622,דמה,דמה,2011.0,5.0,16.0,2.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2015.0,4.0,4.0,7.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2013.0,4.0,1.0,2.0,עבירות נגד גוף,רחוב             
622,דמה,דמה,2010.0,4.0,9.0,6.0,עבירות בטחון,רחוב             
622,דמה,דמה,2012.0,3.0,25.0,1.0,עבירות סדר ציבורי,רחוב             
622,דמה,דמה,2015.0,3.0,11.0,4.0,עבירות סדר ציבורי,רחוב             
622,דמה,דמה,2015.0,3.0,11.0,4.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2011.0,3.0,24.0,5.0,עבירות סדר ציבורי,רחוב             
622,דמה,דמה,2015.0,3.0,4.0,4.0,עבירות נגד גוף,רחוב             
622,דמה,דמה,2015.0,2.0,24.0,3.0,עבירות סדר ציבורי,רחוב             
622,דמה,דמה,2011.0,2.0,15.0,3.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2014.0,2.0,11.0,3.0,עבירות כלפי המוסר,רחוב             
622,דמה,דמה,2011.0,1.0,25.0,3.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2011.0,1.0,25.0,3.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2010.0,1.0,21.0,5.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2011.0,12.0,31.0,7.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2015.0,11.0,30.0,2.0,עבירות כלפי המוסר,רחוב             
622,דמה,דמה,2012.0,11.0,23.0,6.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2012.0,11.0,5.0,2.0,עבירות נגד גוף,רחוב             
622,דמה,דמה,2012.0,11.0,5.0,2.0,עבירות מין,רחוב             
622,דמה,דמה,2012.0,10.0,11.0,5.0,עבירות סדר ציבורי,רחוב             
622,דמה,דמה,2012.0,10.0,24.0,4.0,עבירות כלפי המוסר,רחוב             
622,דמה,דמה,2010.0,11.0,26.0,6.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2012.0,10.0,16.0,3.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2015.0,10.0,3.0,7.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2010.0,10.0,18.0,2.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2010.0,10.0,23.0,7.0,עבירות נגד גוף,רחוב             
622,דמה,דמה,2015.0,9.0,14.0,2.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2013.0,9.0,1.0,1.0,עבירות נגד גוף,רחוב             
622,דמה,דמה,2014.0,8.0,22.0,6.0,עבירות נגד גוף,רחוב             
622,דמה,דמה,2012.0,8.0,30.0,5.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2010.0,9.0,13.0,2.0,עבירות נגד גוף,רחוב             
622,דמה,דמה,2015.0,8.0,4.0,3.0,עבירות סדר ציבורי,רחוב             
622,דמה,דמה,2011.0,8.0,18.0,5.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2010.0,8.0,22.0,1.0,עבירות נגד גוף,רחוב             
622,דמה,דמה,2010.0,8.0,22.0,1.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2014.0,7.0,15.0,3.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2014.0,7.0,11.0,6.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2010.0,6.0,29.0,3.0,עבירות נגד אדם,רחוב             
622,דמה,דמה,2010.0,6.0,29.0,3.0,עבירות נגד גוף,רחוב             
622,דמה,דמה,2010.0,6.0,29.0,3.0,עבירות כלפי המוסר,רחוב             
622,דמה,דמה,2010.0,7.0,22.0,5.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2010.0,7.0,9.0,6.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2012.0,4.0,10.0,3.0,עבירות סדר ציבורי,רחוב             
622,דמה,דמה,2010.0,6.0,9.0,4.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2011.0,5.0,16.0,2.0,עבירות בטחון,רחוב             
622,דמה,דמה,2011.0,5.0,16.0,2.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2014.0,4.0,30.0,4.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2014.0,4.0,30.0,4.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2015.0,4.0,28.0,3.0,עבירות כלפי המוסר,רחוב             
622,דמה,דמה,2010.0,5.0,11.0,3.0,עבירות נגד גוף,רחוב             
622,דמה,דמה,2014.0,4.0,17.0,5.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2015.0,4.0,11.0,7.0,עבירות נגד גוף,רחוב             
622,דמה,דמה,2010.0,4.0,9.0,6.0,עבירות כלפי המוסר,רחוב             
622,דמה,דמה,2012.0,3.0,25.0,1.0,עבירות סדר ציבורי,רחוב             
622,דמה,דמה,2014.0,3.0,8.0,7.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2015.0,3.0,16.0,2.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2011.0,3.0,8.0,3.0,עבירות נגד גוף,רחוב             
622,דמה,דמה,2011.0,3.0,6.0,1.0,עבירות נגד גוף,רחוב             
622,דמה,דמה,2015.0,2.0,24.0,3.0,עבירות סדר ציבורי,רחוב             
622,דמה,דמה,2013.0,2.0,21.0,5.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2013.0,2.0,9.0,7.0,עבירות כלפי המוסר,רחוב             
622,דמה,דמה,2014.0,1.0,20.0,2.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2011.0,1.0,5.0,4.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2011.0,12.0,27.0,3.0,עבירות סדר ציבורי,רחוב             
622,דמה,דמה,2015.0,10.0,30.0,6.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2013.0,10.0,13.0,1.0,עבירות נגד גוף,רחוב             
622,דמה,דמה,2015.0,9.0,2.0,4.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2011.0,9.0,8.0,5.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2015.0,8.0,12.0,4.0,עבירות נגד גוף,רחוב             
622,דמה,דמה,2013.0,8.0,5.0,2.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2010.0,9.0,8.0,4.0,עבירות כלפי המוסר,רחוב             
622,דמה,דמה,2011.0,8.0,18.0,5.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2015.0,8.0,1.0,7.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2015.0,7.0,20.0,2.0,עבירות נגד גוף,רחוב             
622,דמה,דמה,2010.0,8.0,9.0,2.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2011.0,7.0,26.0,3.0,עבירות כלפי המוסר,רחוב             
622,דמה,דמה,2010.0,6.0,29.0,3.0,עבירות בטחון,רחוב             
622,דמה,דמה,2012.0,7.0,5.0,5.0,עבירות סדר ציבורי,רחוב             
622,דמה,דמה,2011.0,7.0,13.0,4.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2010.0,7.0,22.0,5.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2011.0,7.0,11.0,2.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2010.0,7.0,22.0,5.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2013.0,6.0,19.0,4.0,עבירות סדר ציבורי,רחוב             
622,דמה,דמה,2014.0,6.0,14.0,7.0,עבירות נגד גוף,רחוב             
622,דמה,דמה,2012.0,6.0,11.0,2.0,עבירות נגד גוף,רחוב             
622,דמה,דמה,2011.0,6.0,20.0,2.0,עבירות כלפי המוסר,רחוב             
622,דמה,דמה,2012.0,5.0,15.0,3.0,עבירות כלפי המוסר,רחוב             
622,דמה,דמה,2011.0,5.0,23.0,2.0,עבירות סדר ציבורי,רחוב             
622,דמה,דמה,2011.0,5.0,16.0,2.0,עבירות סדר ציבורי,רחוב             
622,דמה,דמה,2014.0,4.0,30.0,4.0,עבירות רשוי,רחוב             
622,דמה,דמה,2010.0,5.0,11.0,3.0,עבירות סדר ציבורי,רחוב             
622,דמה,דמה,2014.0,4.0,19.0,7.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2015.0,4.0,13.0,2.0,עבירות סדר ציבורי,רחוב             
622,דמה,דמה,2010.0,4.0,19.0,2.0,עבירות סדר ציבורי,רחוב             
622,דמה,דמה,2010.0,4.0,3.0,7.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2015.0,3.0,11.0,4.0,עבירות נגד גוף,רחוב             
622,דמה,דמה,2014.0,3.0,15.0,7.0,עבירות נגד גוף,רחוב             
622,דמה,דמה,2014.0,3.0,15.0,7.0,עבירות נגד גוף,רחוב             
622,דמה,דמה,2010.0,3.0,19.0,6.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2010.0,3.0,19.0,6.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2013.0,2.0,28.0,5.0,עבירות מין,רחוב             
622,דמה,דמה,2011.0,2.0,27.0,1.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2011.0,2.0,23.0,4.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2014.0,2.0,17.0,2.0,עבירות כלפי המוסר,רחוב             
622,דמה,דמה,2014.0,2.0,11.0,3.0,עבירות סדר ציבורי,רחוב             
622,דמה,דמה,2013.0,2.0,9.0,7.0,עבירות כלפי המוסר,רחוב             
622,דמה,דמה,2015.0,2.0,2.0,2.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2013.0,2.0,2.0,7.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2010.0,2.0,3.0,4.0,עבירות נגד גוף,רחוב             
622,דמה,דמה,2012.0,1.0,24.0,3.0,עבירות נגד גוף,רחוב             
622,דמה,דמה,2013.0,1.0,22.0,3.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2011.0,1.0,25.0,3.0,עבירות סדר ציבורי,רחוב             
622,דמה,דמה,2011.0,1.0,25.0,3.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2013.0,1.0,6.0,1.0,עבירות כלפי הרכוש,רחוב             
622,דמה,דמה,2012.0,1.0,3.0,3.0,עבירות סדר ציבורי,רחוב             
622,דמה,דמה,2014.0,7.0,1.0,3.0,עבירות סדר ציבורי,קניון            
622,דמה,דמה,2010.0,3.0,20.0,7.0,עבירות כלפי הרכוש,קליניקה פרטית    
622,דמה,דמה,2011.0,5.0,22.0,1.0,עבירות נגד גוף,"פנימיות,אולפנים "
622,דמה,דמה,2014.0,10.0,26.0,1.0,עבירות סדר ציבורי,משרדים אחרים     
622,דמה,דמה,2014.0,10.0,26.0,1.0,עבירות מרמה,משרדים אחרים     
622,דמה,דמה,2010.0,4.0,21.0,4.0,עבירות כלפי הרכוש,משרדים           
622,דמה,דמה,2013.0,7.0,10.0,4.0,עבירות כלפי הרכוש,משרדים           
622,דמה,דמה,2011.0,4.0,29.0,6.0,עבירות כלפי הרכוש,משרדים           
622,דמה,דמה,2010.0,4.0,21.0,4.0,עבירות כלפי הרכוש,משרדים           
622,דמה,דמה,2014.0,3.0,6.0,5.0,עבירות מרמה,משרד פרטי        
622,דמה,דמה,2014.0,3.0,6.0,5.0,עבירות כלפי הרכוש,משרד פרטי        
622,דמה,דמה,2010.0,7.0,30.0,6.0,עבירות כלפי הרכוש,משרד פרטי        
622,דמה,דמה,2010.0,6.0,6.0,1.0,שאר עבירות,משרד מוניציפאלי  
622,דמה,דמה,2012.0,10.0,10.0,4.0,עבירות כלפי הרכוש,"מרפאה/קופ""ח      "
622,דמה,דמה,2012.0,7.0,31.0,3.0,עבירות כלפי הרכוש,"מרפאה/קופ""ח      "
622,דמה,דמה,2015.0,4.0,5.0,1.0,עבירות כלפי הרכוש,"מרפאה/קופ""ח      "
622,דמה,דמה,2012.0,10.0,18.0,5.0,עבירות נגד גוף,"מרפאה/קופ""ח      "
622,דמה,דמה,2012.0,10.0,18.0,5.0,עבירות סדר ציבורי,"מרפאה/קופ""ח      "
622,דמה,דמה,2015.0,2.0,26.0,5.0,עבירות סדר ציבורי,"מרפאה/קופ""ח      "
622,דמה,דמה,2013.0,11.0,25.0,2.0,עבירות כלפי הרכוש,מעון חסות לנוער  
622,דמה,דמה,2011.0,9.0,4.0,1.0,עבירות מרמה,"מספרה,מכוני יופי"
622,דמה,דמה,2011.0,9.0,4.0,1.0,שאר עבירות,"מספרה,מכוני יופי"
622,דמה,דמה,2011.0,9.0,4.0,1.0,עבירות כלפי הרכוש,"מספרה,מכוני יופי"
622,דמה,דמה,2014.0,2.0,9.0,1.0,עבירות נגד גוף,מחסני סחורות     
622,דמה,דמה,2014.0,2.0,9.0,1.0,עבירות כלפי הרכוש,מחסני סחורות     
622,דמה,דמה,2011.0,11.0,4.0,6.0,עבירות כלפי הרכוש,מחסן-מקלט        
622,דמה,דמה,2014.0,2.0,16.0,1.0,עבירות כלפי הרכוש,מחסן-מקלט        
622,דמה,דמה,2011.0,1.0,2.0,1.0,עבירות כלפי הרכוש,מחסן-מקלט        
622,דמה,דמה,2010.0,10.0,21.0,5.0,עבירות סדר ציבורי,מחסן-מקלט        
622,דמה,דמה,2015.0,2.0,22.0,1.0,עבירות כלפי הרכוש,מחסן-מקלט        
622,דמה,דמה,2011.0,1.0,14.0,6.0,עבירות סדר ציבורי,מחסן-מקלט        
622,דמה,דמה,2011.0,1.0,14.0,6.0,עבירות כלפי הרכוש,מחסן-מקלט        
622,דמה,דמה,2011.0,1.0,14.0,6.0,עבירות סדר ציבורי,מחסן-מקלט        
622,דמה,דמה,2011.0,1.0,14.0,6.0,עבירות כלפי הרכוש,מחסן-מקלט        
622,דמה,דמה,2011.0,1.0,14.0,6.0,עבירות כלפי הרכוש,מחסן-מקלט        
622,דמה,דמה,2011.0,1.0,14.0,6.0,עבירות כלפי הרכוש,מחסן-מקלט        
622,דמה,דמה,2011.0,3.0,31.0,5.0,עבירות כלפי הרכוש,"מזנון,קיוסק,דוכן "
622,דמה,דמה,2015.0,3.0,5.0,5.0,עבירות כלפי הרכוש,"מזנון,קיוסק,דוכן "
622,דמה,דמה,2014.0,9.0,22.0,2.0,עבירות סדר ציבורי,מוסדות חנוך      
622,דמה,דמה,2014.0,9.0,22.0,2.0,עבירות כלפי הרכוש,מוסדות חנוך      
622,דמה,דמה,2014.0,9.0,22.0,2.0,עבירות נגד גוף,מוסדות חנוך      
622,דמה,דמה,2010.0,3.0,14.0,1.0,עבירות נגד גוף,מוסדות חנוך      
622,דמה,דמה,2010.0,6.0,12.0,7.0,עבירות כלפי הרכוש,מוסד צבור סוציאלי
622,דמה,דמה,2010.0,6.0,12.0,7.0,עבירות סדר ציבורי,מוסד צבור סוציאלי
622,דמה,דמה,2011.0,1.0,12.0,4.0,עבירות כלפי הרכוש,מוסד חנוך אחר    
622,דמה,דמה,2012.0,10.0,21.0,1.0,עבירות סדר ציבורי,מוסד בריאות אחר  
622,דמה,דמה,2010.0,11.0,17.0,4.0,עבירות סדר ציבורי,מוסד בריאות אחר  
622,דמה,דמה,2011.0,8.0,8.0,2.0,עבירות כלפי הרכוש,מוסד בריאות אחר  
622,דמה,דמה,2012.0,3.0,11.0,1.0,עבירות כלפי הרכוש,מוסד בריאות אחר  
622,דמה,דמה,2010.0,1.0,1.0,6.0,עבירות כלפי המוסר,מגרש/מבנה ספורט  
622,דמה,דמה,2012.0,8.0,30.0,5.0,עבירות סדר ציבורי,מגרש כדורגל      
622,דמה,דמה,2013.0,7.0,18.0,5.0,עבירות סדר ציבורי,מגרש כדורגל      
622,דמה,דמה,2012.0,8.0,30.0,5.0,עבירות נגד גוף,מגרש כדורגל      
622,דמה,דמה,2012.0,8.0,30.0,5.0,עבירות נגד גוף,מגרש כדורגל      
622,דמה,דמה,2011.0,4.0,21.0,5.0,עבירות נגד גוף,מבנה אחר         
622,דמה,דמה,2013.0,6.0,18.0,3.0,עבירות כלפי הרכוש,מבנה אחר         
622,דמה,דמה,2013.0,6.0,18.0,3.0,עבירות כלפי הרכוש,מבנה אחר         
622,דמה,דמה,2013.0,11.0,4.0,2.0,עבירות כלפי המוסר,מבנה אחר         
622,דמה,דמה,2015.0,10.0,28.0,4.0,עבירות סדר ציבורי,"כל-בו,סופרמקט   "
622,דמה,דמה,2011.0,8.0,23.0,3.0,עבירות סדר ציבורי,כביש עירוני      
622,דמה,דמה,2013.0,11.0,13.0,4.0,עבירות רשוי,כביש עירוני      
622,דמה,דמה,2010.0,4.0,11.0,1.0,עבירות כלפי הרכוש,"יער,משתלה,מטע,שדה"
622,דמה,דמה,2010.0,12.0,9.0,5.0,עבירות סדר ציבורי,טלפון            
622,דמה,דמה,2015.0,4.0,8.0,4.0,עבירות סדר ציבורי,טלפון            
622,דמה,דמה,2012.0,8.0,28.0,3.0,עבירות סדר ציבורי,טלפון            
622,דמה,דמה,2013.0,3.0,11.0,2.0,עבירות סדר ציבורי,טלפון            
622,דמה,דמה,2012.0,10.0,30.0,3.0,עבירות סדר ציבורי,טלפון            
622,דמה,דמה,2013.0,7.0,2.0,3.0,עבירות סדר ציבורי,טלפון            
622,דמה,דמה,2014.0,3.0,3.0,2.0,עבירות סדר ציבורי,טלפון            
622,דמה,דמה,2011.0,10.0,31.0,2.0,עבירות בטחון,חצר בית          
622,דמה,דמה,2010.0,11.0,11.0,5.0,עבירות נגד גוף,חצר בית          
622,דמה,דמה,2011.0,10.0,10.0,2.0,עבירות כלפי הרכוש,חצר בית          
622,דמה,דמה,2014.0,9.0,6.0,7.0,עבירות כלפי הרכוש,חצר בית          
622,דמה,דמה,2013.0,8.0,25.0,1.0,עבירות סדר ציבורי,חצר בית          
622,דמה,דמה,2010.0,9.0,20.0,2.0,עבירות כלפי הרכוש,חצר בית          
622,דמה,דמה,2011.0,9.0,8.0,5.0,עבירות נגד גוף,חצר בית          
622,דמה,דמה,2011.0,9.0,8.0,5.0,עבירות כלפי הרכוש,חצר בית          
622,דמה,דמה,2010.0,9.0,12.0,1.0,עבירות כלפי הרכוש,חצר בית          
622,דמה,דמה,2012.0,8.0,13.0,2.0,עבירות סדר ציבורי,חצר בית          
622,דמה,דמה,2012.0,7.0,21.0,7.0,עבירות נגד גוף,חצר בית          
622,דמה,דמה,2011.0,7.0,27.0,4.0,עבירות כלפי הרכוש,חצר בית          
622,דמה,דמה,2011.0,7.0,13.0,4.0,עבירות נגד גוף,חצר בית          
622,דמה,דמה,2014.0,6.0,13.0,6.0,עבירות סדר ציבורי,חצר בית          
622,דמה,דמה,2011.0,5.0,23.0,2.0,עבירות כלפי הרכוש,חצר בית          
622,דמה,דמה,2012.0,3.0,21.0,4.0,עבירות סדר ציבורי,חצר בית          
622,דמה,דמה,2010.0,3.0,18.0,5.0,עבירות כלפי הרכוש,חצר בית          
622,דמה,דמה,2012.0,3.0,8.0,5.0,עבירות כלפי הרכוש,חצר בית          
622,דמה,דמה,2012.0,2.0,28.0,3.0,עבירות כלפי הרכוש,חצר בית          
622,דמה,דמה,2014.0,12.0,8.0,2.0,עבירות כלפי הרכוש,חצר בית          
622,דמה,דמה,2014.0,11.0,27.0,5.0,עבירות כלפי הרכוש,חצר בית          
622,דמה,דמה,2014.0,11.0,22.0,7.0,עבירות סדר ציבורי,חצר בית          
622,דמה,דמה,2011.0,10.0,31.0,2.0,עבירות בטחון,חצר בית          
622,דמה,דמה,2011.0,10.0,10.0,2.0,עבירות סדר ציבורי,חצר בית          
622,דמה,דמה,2012.0,9.0,5.0,4.0,עבירות כלפי הרכוש,חצר בית          
622,דמה,דמה,2010.0,9.0,15.0,4.0,עבירות נגד גוף,חצר בית          
622,דמה,דמה,2010.0,7.0,26.0,2.0,עבירות כלפי הרכוש,חצר בית          
622,דמה,דמה,2010.0,7.0,4.0,1.0,עבירות כלפי הרכוש,חצר בית          
622,דמה,דמה,2012.0,6.0,7.0,5.0,עבירות כלפי הרכוש,חצר בית          
622,דמה,דמה,2010.0,6.0,24.0,5.0,עבירות סדר ציבורי,חצר בית          
